collection_date,report_date,glucose_mmol_L,sdma_ug_dL,creatinine_umol_L,urea_mmol_L,phosphorus_mmol_L,calcium_mmol_L,magnesium_mmol_L,sodium_mmol_L,potassium_mmol_L,chloride_mmol_L,total_protein_g_L,albumin_g_L,globulin_g_L,alt_U_L,ast_U_L,alp_U_L,ggt_U_L,gldh_U_L,bilirubin_total_umol_L,cholesterol_mmol_L,triglycerides_mmol_L,amylase_U_L,lipase_U_L,ck_U_L,fructosamine_umol_L,crp_mg_L,source,notes
2023-12-19,2023-12-19,NULL,3,88,5.0,1.3,2.7,0.9,148,5.8,110,68,36,32,34,89,52,4,4,5.1,5.1,0.9,499,108,991,267,1.9,"02 - IDEXX_SangueCompleto_19_12_2023.pdf","Report created on 19.12.2023"
