collection_date,report_date,glucose_mmol_L,sdma_ug_dL,creatinine_umol_L,urea_mmol_L,phosphorus_mmol_L,calcium_mmol_L,magnesium_mmol_L,sodium_mmol_L,potassium_mmol_L,chloride_mmol_L,total_protein_g_L,albumin_g_L,globulin_g_L,alt_U_L,ast_U_L,alp_U_L,ggt_U_L,gldh_U_L,bilirubin_total_umol_L,cholesterol_mmol_L,triglycerides_mmol_L,amylase_U_L,lipase_U_L,ck_U_L,fructosamine_umol_L,crp_mg_L,source,notes
2026-01-14,2026-01-19,4.39,10,132.60,4.64,1.3,2.7,0.8,151,5.0,113,68.0,30.0,38.0,21,33,98,3,3,5.13,9.98,0.86,649,113,146,317,7.0,IDEXX,Large Check-up
